,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S5(O3),T,RH,AH,PT08.S4(NO2)
6382,6530,1115.0,11.6,1036.0,649.0,1200.0,14.9,58.4,0.9843,1381.0
6383,6531,1130.0,11.3,1026.0,657.0,1209.0,14.5,60.4,0.9909,1374.0
6384,6532,1195.0,11.0,1013.0,646.0,1276.0,14.5,62.3,1.0216,1345.0
6385,6533,1111.0,7.7,887.0,720.0,1132.0,14.6,60.6,1.0033,1262.0
6386,6534,1092.0,7.0,855.0,750.0,1061.0,15.0,59.3,1.0045,1231.0
6387,6535,1111.0,7.0,856.0,746.0,1036.0,14.7,60.3,1.0031,1254.0
6388,6536,992.0,4.4,731.0,1035.0,911.0,15.3,59.1,1.0191,1149.0
6389,6537,1051.0,6.1,815.0,1305.0,951.0,12.3,69.7,0.9954,1203.0
6390,6538,1080.0,7.9,896.0,1075.0,1033.0,11.6,72.5,0.9916,1262.0
6391,6539,893.0,3.1,655.0,990.0,816.0,12.0,71.9,1.003,1097.0
6392,6540,923.0,3.2,664.0,988.0,822.0,11.8,71.8,0.9909,1121.0
6393,6541,950.0,4.0,713.0,917.0,841.0,11.8,71.4,0.9864,1139.0
6394,6542,947.0,3.2,666.0,985.0,795.0,12.8,66.3,0.9804,1115.0
6395,6543,973.0,4.0,712.0,923.0,831.0,13.2,65.2,0.9841,1157.0
6396,6544,1111.0,7.6,884.0,751.0,1025.0,13.1,66.2,0.9933,1280.0
6397,6545,1206.0,9.8,969.0,701.0,1178.0,14.3,63.3,1.0266,1365.0
6398,6546,1202.0,9.5,958.0,732.0,1181.0,16.0,58.1,1.0482,1330.0
6399,6547,1261.0,11.2,1022.0,635.0,1250.0,17.3,53.9,1.0562,1407.0
6400,6548,1102.0,6.9,855.0,763.0,1039.0,17.3,53.3,1.0407,1279.0
6401,6549,997.0,4.6,742.0,911.0,899.0,16.7,54.7,1.0311,1180.0
6402,6550,1049.0,5.5,790.0,870.0,1019.0,15.4,58.9,1.02,1183.0
6403,6551,1082.0,6.5,834.0,800.0,1057.0,15.2,58.0,0.9927,1207.0
6404,6552,1177.0,10.3,987.0,692.0,1229.0,16.2,54.5,0.9956,1324.0
6405,6553,1166.0,8.9,935.0,756.0,1135.0,16.5,55.3,1.0267,1301.0
6406,6554,1352.0,14.0,1118.0,625.0,1188.0,14.6,72.1,1.1947,1524.0
6407,6555,1210.0,9.2,947.0,697.0,1060.0,13.9,76.7,1.2098,1404.0
6408,6556,1161.0,8.2,909.0,721.0,962.0,13.7,79.3,1.2326,1370.0
6409,6557,1142.0,7.2,866.0,815.0,939.0,13.8,77.3,1.2169,1329.0
6410,6558,1054.0,5.5,789.0,886.0,864.0,14.2,71.7,1.1578,1254.0
6411,6559,926.0,2.9,649.0,1035.0,741.0,14.9,65.7,1.105,1145.0
6412,6560,873.0,2.0,583.0,1155.0,642.0,14.7,67.3,1.1177,1108.0
6413,6561,832.0,1.2,518.0,1264.0,539.0,15.2,63.2,1.0821,1061.0
6414,6562,803.0,0.7,466.0,1451.0,449.0,14.8,65.5,1.0965,1034.0
6415,6563,818.0,0.7,463.0,1509.0,437.0,14.4,68.5,1.1158,1046.0
6416,6564,814.0,0.8,482.0,1426.0,457.0,14.5,62.9,1.0335,1027.0
6417,6565,832.0,1.3,530.0,1346.0,512.0,14.6,56.7,0.9358,1027.0
6418,6566,1091.0,7.6,882.0,844.0,931.0,15.0,55.3,0.9338,1288.0
6419,6567,1019.0,7.4,874.0,1113.0,905.0,14.5,56.5,0.9306,1235.0
6420,6568,937.0,4.7,750.0,1386.0,790.0,14.3,55.4,0.9005,1141.0
6421,6569,950.0,5.4,786.0,1038.0,850.0,14.7,52.5,0.8716,1145.0
6422,6570,962.0,5.4,785.0,993.0,870.0,15.5,51.7,0.9033,1161.0
6423,6571,969.0,6.0,812.0,989.0,842.0,14.9,53.4,0.8998,1189.0
6424,6572,1010.0,7.1,863.0,915.0,886.0,15.2,51.0,0.8762,1257.0
6425,6573,946.0,5.3,780.0,945.0,801.0,15.2,50.1,0.858,1142.0
6426,6574,988.0,7.2,865.0,876.0,895.0,15.6,46.6,0.8176,1190.0
6427,6575,948.0,5.7,799.0,1539.0,827.0,14.8,48.4,0.8069,1145.0
6428,6576,1045.0,9.5,960.0,1376.0,972.0,14.6,48.0,0.7902,1259.0
6429,6577,1114.0,12.2,1057.0,777.0,1079.0,15.1,45.4,0.7759,1301.0
6430,6578,1006.0,10.3,987.0,1028.0,964.0,14.5,45.4,0.7458,1247.0
6431,6579,889.0,4.5,738.0,1379.0,743.0,13.4,48.1,0.7374,1061.0
6432,6580,792.0,2.0,583.0,1972.0,517.0,12.3,48.7,0.6931,946.0
6433,6581,808.0,1.8,572.0,1729.0,468.0,12.0,51.2,0.7179,954.0
6434,6582,814.0,1.9,574.0,1613.0,461.0,11.9,54.6,0.7589,965.0
6435,6583,827.0,2.7,636.0,1485.0,483.0,13.7,45.0,0.6991,980.0
6436,6584,801.0,2.7,633.0,1489.0,482.0,14.7,37.5,0.622,940.0
6437,6585,770.0,2.2,600.0,2081.0,416.0,13.8,36.8,0.576,901.0
6438,6586,721.0,0.7,470.0,2331.0,367.0,13.2,35.6,0.5375,815.0
6439,6587,709.0,0.5,437.0,2559.0,324.0,12.0,37.3,0.5239,787.0
6440,6588,734.0,0.8,478.0,2294.0,378.0,11.7,38.1,0.5223,805.0
6441,6589,770.0,1.4,533.0,2683.0,480.0,11.5,38.0,0.5159,839.0
6442,6590,919.0,5.6,795.0,2327.0,822.0,12.3,35.8,0.5086,998.0
6443,6591,996.0,10.6,998.0,2318.0,1060.0,12.9,34.5,0.5102,1136.0
6444,6592,925.0,7.2,866.0,2542.0,916.0,14.4,30.2,0.4911,1013.0
6445,6593,883.0,6.2,821.0,886.0,844.0,16.2,26.2,0.4789,967.0
6446,6594,884.0,6.2,822.0,909.0,807.0,17.1,23.5,0.453,968.0
6447,6595,920.0,8.1,903.0,849.0,853.0,18.1,21.3,0.4396,1011.0
6448,6596,941.0,9.0,941.0,837.0,884.0,18.8,20.0,0.4278,1036.0
6449,6597,934.0,8.4,914.0,873.0,834.0,18.1,20.8,0.4274,1016.0
6450,6598,929.0,8.7,928.0,842.0,893.0,17.6,19.9,0.3952,1001.0
6451,6599,972.0,11.8,1043.0,764.0,1037.0,16.0,20.8,0.3757,1083.0
6452,6600,1073.0,16.5,1195.0,675.0,1244.0,14.6,23.7,0.3903,1249.0
6453,6601,1050.0,18.7,1260.0,662.0,1269.0,13.7,22.9,0.3581,1256.0
6454,6602,980.0,14.5,1132.0,742.0,1125.0,12.8,21.7,0.3182,1102.0
6455,6603,872.0,8.0,900.0,918.0,946.0,12.7,21.3,0.3119,910.0
6456,6604,802.0,4.6,743.0,1051.0,751.0,12.8,22.5,0.3309,826.0
6457,6605,792.0,3.4,674.0,1122.0,670.0,12.6,23.4,0.3408,810.0
6458,6606,857.0,4.8,753.0,1034.0,754.0,12.4,24.0,0.3443,860.0
6459,6607,856.0,4.4,734.0,1041.0,781.0,12.5,24.0,0.3462,853.0
6460,6608,869.0,3.8,702.0,1019.0,842.0,11.9,32.4,0.4489,891.0
6461,6609,890.0,3.6,688.0,1015.0,840.0,11.7,33.8,0.4623,897.0
6462,6610,834.0,2.7,632.0,1102.0,746.0,11.5,34.2,0.4621,871.0
6463,6611,860.0,2.4,616.0,1105.0,754.0,10.5,37.8,0.4799,873.0
6464,6612,909.0,4.3,728.0,933.0,905.0,7.8,47.4,0.5046,948.0
6465,6613,955.0,5.2,772.0,1030.0,960.0,9.3,43.1,0.5062,957.0
6466,6614,1035.0,8.4,914.0,947.0,1080.0,8.2,46.8,0.5091,1064.0
6467,6615,1087.0,14.1,1121.0,711.0,1209.0,10.7,34.2,0.439,1177.0
6468,6616,1101.0,13.0,1083.0,692.0,1243.0,14.4,28.2,0.4593,1130.0
6469,6617,1135.0,13.5,1100.0,679.0,1273.0,17.4,23.3,0.4599,1161.0
6470,6618,1095.0,12.5,1067.0,702.0,1216.0,17.8,23.6,0.4766,1152.0
6471,6619,986.0,8.8,931.0,815.0,976.0,18.3,19.5,0.4044,1011.0
6472,6620,991.0,9.0,940.0,816.0,973.0,18.9,18.9,0.4091,1035.0
6473,6621,926.0,6.1,815.0,931.0,827.0,18.4,19.7,0.4117,945.0
6474,6622,974.0,7.8,891.0,857.0,912.0,17.8,21.0,0.4234,1005.0
6475,6623,1042.0,11.5,1031.0,756.0,1084.0,16.1,23.4,0.4248,1094.0
6476,6624,1006.0,10.7,1005.0,781.0,1045.0,14.9,24.9,0.4178,1071.0
6477,6625,979.0,9.2,946.0,826.0,1026.0,14.6,24.6,0.4054,1018.0
6478,6626,1072.0,10.9,1011.0,762.0,1172.0,14.2,26.8,0.4332,1075.0
6479,6627,1217.0,11.6,1037.0,669.0,1452.0,13.3,38.7,0.5867,1167.0
6480,6628,1124.0,9.0,939.0,737.0,1317.0,11.2,45.1,0.6004,1126.0
6481,6629,1152.0,11.6,1036.0,670.0,1365.0,8.8,52.5,0.5969,1206.0
6482,6630,1216.0,11.7,1039.0,685.0,1378.0,8.6,54.3,0.606,1183.0
6483,6631,1095.0,11.3,1024.0,708.0,1246.0,8.1,53.2,0.5746,1219.0
6484,6632,1099.0,10.4,994.0,715.0,1186.0,6.8,57.8,0.5768,1164.0
6485,6633,974.0,6.4,832.0,832.0,1024.0,6.6,58.1,0.5687,1035.0
6486,6634,1091.0,9.8,971.0,703.0,1187.0,5.4,64.1,0.5772,1148.0
6487,6635,955.0,5.8,804.0,843.0,1007.0,5.6,61.6,0.5656,1017.0
6488,6636,975.0,7.0,859.0,777.0,1019.0,4.2,69.0,0.5737,1043.0
6489,6637,909.0,4.0,709.0,936.0,921.0,4.8,64.6,0.563,953.0
6490,6638,992.0,6.9,853.0,821.0,1038.0,4.0,69.0,0.5661,1052.0
6491,6639,1018.0,7.7,889.0,780.0,1105.0,4.9,66.3,0.5786,1085.0
6492,6640,1100.0,9.9,974.0,728.0,1208.0,9.4,48.7,0.5748,1131.0
6493,6641,1101.0,8.9,934.0,751.0,1208.0,12.6,39.9,0.5804,1085.0
6494,6642,1148.0,11.3,1025.0,701.0,1282.0,14.4,35.3,0.5763,1165.0
6495,6643,1253.0,13.7,1108.0,633.0,1494.0,15.1,37.4,0.6374,1253.0
6496,6644,1229.0,12.7,1075.0,638.0,1500.0,16.0,35.8,0.6456,1226.0
6497,6645,1250.0,14.5,1133.0,629.0,1463.0,17.5,30.8,0.6095,1274.0
6498,6646,1432.0,18.4,1251.0,547.0,1722.0,17.2,34.2,0.6669,1396.0
6499,6647,1530.0,22.0,1352.0,491.0,1934.0,14.3,45.8,0.7452,1550.0
6500,6648,1604.0,25.4,1438.0,466.0,2018.0,12.2,53.9,0.7617,1650.0
6501,6649,1352.0,16.4,1191.0,570.0,1796.0,11.6,51.2,0.6965,1362.0
6502,6650,1235.0,12.4,1065.0,640.0,1594.0,11.3,50.1,0.672,1213.0
6503,6651,1127.0,9.6,962.0,751.0,1389.0,10.6,51.2,0.6541,1120.0
6504,6652,1073.0,7.1,860.0,896.0,1238.0,9.6,51.7,0.6163,1058.0
6505,6653,1074.0,7.2,867.0,888.0,1221.0,8.7,55.2,0.6225,1064.0
6506,6654,1133.0,9.3,951.0,825.0,1254.0,7.9,60.2,0.6432,1156.0
6507,6655,1021.0,5.9,808.0,961.0,1098.0,7.9,59.2,0.6331,1048.0
6508,6656,995.0,5.9,807.0,978.0,1044.0,6.7,64.6,0.6381,1056.0
6509,6657,882.0,2.4,614.0,1221.0,888.0,6.9,62.3,0.6227,931.0
6510,6658,869.0,2.1,594.0,1326.0,835.0,6.3,64.6,0.6197,935.0
6511,6659,868.0,1.8,567.0,1238.0,823.0,6.4,63.3,0.6123,919.0
6512,6660,921.0,3.1,655.0,1001.0,908.0,6.4,64.4,0.6204,972.0
6513,6661,1041.0,6.8,846.0,829.0,1076.0,5.6,68.9,0.6328,1112.0
6514,6662,1275.0,16.4,1193.0,596.0,1393.0,6.4,65.6,0.6348,1389.0
6515,6663,1238.0,16.7,1202.0,748.0,1429.0,7.3,61.4,0.6306,1382.0
6516,6664,1288.0,17.3,1220.0,937.0,1594.0,9.6,53.7,0.6409,1391.0
6517,6665,1422.0,22.4,1362.0,775.0,1956.0,12.0,45.9,0.6421,1509.0
6518,6666,1293.0,17.9,1236.0,784.0,1872.0,12.7,44.4,0.6512,1370.0
6519,6667,1410.0,22.4,1363.0,690.0,2014.0,13.9,42.8,0.6761,1515.0
6520,6668,1425.0,23.3,1386.0,691.0,1978.0,15.0,41.4,0.7016,1536.0
6521,6669,1590.0,28.0,1503.0,575.0,2257.0,16.0,38.7,0.6987,1559.0
6522,6670,1520.0,30.1,1552.0,568.0,2104.0,16.0,38.6,0.6952,1615.0
6523,6671,1595.0,33.4,1628.0,495.0,2140.0,14.1,44.9,0.7194,1822.0
6524,6672,1881.0,50.8,1983.0,334.0,2523.0,12.6,55.9,0.8142,2271.0
6525,6673,1633.0,35.6,1677.0,400.0,2188.0,11.7,60.8,0.8336,1880.0
6526,6674,1391.0,21.5,1338.0,509.0,1816.0,11.5,60.9,0.8249,1514.0
6527,6675,1263.0,15.5,1164.0,581.0,1587.0,10.6,64.1,0.8182,1338.0
6528,6676,1147.0,10.9,1012.0,665.0,1381.0,10.1,66.2,0.8185,1214.0
6529,6677,1103.0,8.7,928.0,715.0,1287.0,9.0,70.1,0.8036,1174.0
6530,6678,1071.0,7.4,873.0,739.0,1193.0,8.6,70.5,0.7915,1150.0
6531,6679,1137.0,9.9,975.0,687.0,1223.0,7.6,74.3,0.7783,1234.0
6532,6680,1066.0,8.2,907.0,728.0,1122.0,6.9,76.1,0.759,1174.0
6533,6681,918.0,3.9,704.0,920.0,932.0,8.0,70.6,0.7607,1032.0
6534,6682,895.0,3.2,663.0,977.0,866.0,6.8,75.4,0.7475,1007.0
6535,6683,885.0,3.0,655.0,996.0,848.0,6.6,75.3,0.7378,1015.0
6536,6684,964.0,5.4,784.0,824.0,959.0,6.0,77.3,0.7262,1080.0
6537,6685,1088.0,8.7,927.0,715.0,1154.0,6.0,76.7,0.722,1196.0
6538,6686,1274.0,15.4,1160.0,587.0,1373.0,6.9,73.7,0.7348,1412.0
6539,6687,1406.0,27.2,1483.0,478.0,1708.0,7.6,70.6,0.7371,1767.0
6540,6688,1521.0,30.7,1568.0,440.0,2097.0,9.3,64.2,0.7544,1843.0
6541,6689,1408.0,24.3,1412.0,484.0,2056.0,11.7,55.7,0.763,1608.0
6542,6690,1377.0,21.7,1342.0,499.0,2006.0,12.9,54.1,0.8003,1546.0
6543,6691,1470.0,25.8,1450.0,481.0,2015.0,14.0,53.0,0.8451,1706.0
6544,6692,1416.0,21.8,1346.0,609.0,1945.0,15.1,50.2,0.8552,1570.0
6545,6693,1383.0,20.6,1314.0,785.0,1793.0,16.7,47.3,0.8883,1538.0
6546,6694,1574.0,27.2,1483.0,460.0,1962.0,16.8,48.4,0.9175,1778.0
6547,6770,1325.0,16.4,1191.0,564.0,1389.0,13.3,68.0,1.0376,1542.0
6548,6771,1316.0,13.4,1099.0,610.0,1268.0,13.2,72.8,1.0984,1451.0
6549,6772,1170.0,8.2,906.0,707.0,1046.0,12.6,76.5,1.1106,1317.0
6550,6773,1061.0,5.7,800.0,819.0,862.0,12.6,74.3,1.0843,1232.0
6551,6774,1109.0,7.0,855.0,787.0,866.0,12.9,72.1,1.0658,1220.0
6552,6775,1025.0,5.6,794.0,848.0,788.0,13.1,70.5,1.0594,1202.0
6553,6776,1086.0,5.1,769.0,822.0,857.0,12.4,73.8,1.0574,1196.0
6554,6777,1058.0,4.3,727.0,834.0,860.0,12.2,74.5,1.0537,1193.0
6555,6778,1034.0,4.2,719.0,858.0,845.0,11.8,76.3,1.0547,1189.0
6556,6779,1065.0,6.1,816.0,777.0,873.0,10.8,80.0,1.0367,1245.0
6557,6780,988.0,5.2,774.0,842.0,841.0,10.4,77.3,0.9709,1189.0
6558,6781,986.0,5.4,785.0,842.0,853.0,10.0,76.2,0.9332,1173.0
6559,6782,1136.0,11.0,1015.0,702.0,1063.0,9.4,67.7,0.8018,1287.0
6560,6783,1256.0,16.1,1184.0,582.0,1276.0,9.3,71.2,0.8325,1448.0
6561,6784,1228.0,15.7,1170.0,596.0,1332.0,12.6,54.0,0.784,1375.0
6562,6785,956.0,8.8,931.0,799.0,1015.0,16.1,28.5,0.5164,1046.0
6563,6786,781.0,3.9,704.0,1062.0,594.0,16.6,19.9,0.3728,842.0
6564,6787,759.0,3.8,699.0,1223.0,501.0,15.9,18.2,0.3255,799.0
6565,6788,722.0,3.3,671.0,1596.0,448.0,14.3,18.4,0.2991,737.0
6566,6789,699.0,2.4,613.0,1731.0,387.0,15.0,16.3,0.2749,682.0
6567,6790,755.0,3.6,690.0,1653.0,467.0,14.9,17.1,0.2875,750.0
6568,6791,746.0,3.5,684.0,1301.0,484.0,13.2,18.8,0.2837,764.0
6569,6792,784.0,4.6,744.0,1080.0,608.0,12.4,19.6,0.2797,802.0
6570,6793,931.0,9.9,972.0,868.0,953.0,11.9,21.3,0.2957,974.0
6571,6794,1112.0,19.0,1267.0,671.0,1307.0,11.1,24.8,0.3264,1250.0
6572,6795,1133.0,17.2,1215.0,674.0,1415.0,10.1,29.7,0.3666,1196.0
6573,6796,886.0,8.4,917.0,908.0,1023.0,10.2,23.8,0.2955,901.0
6574,6797,993.0,11.4,1030.0,805.0,1154.0,9.4,27.4,0.3239,1005.0
6575,6798,1215.0,15.6,1167.0,664.0,1426.0,7.9,39.0,0.4154,1181.0
6576,6799,1160.0,13.0,1083.0,706.0,1363.0,7.6,40.6,0.4273,1114.0
6577,6800,928.0,6.2,819.0,919.0,1006.0,6.4,43.7,0.4242,923.0
6578,6801,879.0,4.2,722.0,1014.0,873.0,6.3,44.7,0.4293,878.0
6579,6802,833.0,2.7,632.0,1107.0,760.0,5.1,46.5,0.4125,834.0
6580,6803,840.0,3.0,649.0,1044.0,799.0,3.3,53.5,0.418,869.0
6581,6804,848.0,2.4,612.0,1169.0,703.0,4.8,49.9,0.4325,852.0
6582,6805,828.0,3.1,660.0,1078.0,781.0,2.2,60.1,0.4361,881.0
6583,6806,847.0,3.8,698.0,1034.0,815.0,2.5,59.3,0.4401,905.0
6584,6807,868.0,3.2,665.0,1067.0,800.0,3.2,55.7,0.4344,865.0
6585,6808,970.0,6.2,819.0,923.0,926.0,5.0,48.8,0.429,959.0
6586,6809,1077.0,9.6,963.0,761.0,1151.0,5.8,49.8,0.4613,1081.0
6587,6810,1058.0,9.6,962.0,778.0,1153.0,6.0,47.6,0.4488,1058.0
6588,6811,1136.0,12.5,1067.0,702.0,1298.0,7.4,44.6,0.4613,1143.0
6589,6812,1228.0,12.5,1068.0,658.0,1238.0,5.2,73.1,0.6535,1264.0
6590,6813,1235.0,14.0,1118.0,612.0,1222.0,4.8,81.4,0.7055,1354.0
6591,6814,1217.0,11.6,1036.0,661.0,1171.0,4.7,82.3,0.7105,1260.0
6592,6815,1298.0,13.0,1082.0,642.0,1237.0,4.7,82.8,0.7157,1287.0
6593,6816,1327.0,17.3,1219.0,582.0,1366.0,4.7,83.4,0.7177,1453.0
6594,6817,1293.0,14.6,1136.0,631.0,1278.0,5.2,83.1,0.7411,1365.0
6595,6818,1353.0,16.2,1187.0,599.0,1293.0,5.5,84.1,0.7657,1424.0
6596,6819,1254.0,13.8,1111.0,630.0,1198.0,5.8,84.5,0.7822,1360.0
6597,6820,1189.0,10.6,999.0,680.0,1115.0,6.2,84.1,0.8018,1286.0
6598,6821,1183.0,9.1,944.0,731.0,1092.0,6.6,83.3,0.8183,1226.0
6599,6822,1185.0,9.7,966.0,711.0,1104.0,6.8,82.8,0.8216,1250.0
6600,6823,1098.0,7.0,859.0,792.0,1006.0,8.2,78.4,0.8561,1211.0
6601,6824,938.0,2.8,639.0,1020.0,777.0,9.7,70.9,0.8539,1059.0
6602,6825,883.0,2.0,583.0,1116.0,710.0,9.5,69.9,0.8298,1019.0
6603,6826,839.0,1.4,536.0,1229.0,600.0,9.3,65.9,0.7757,970.0
6604,6827,784.0,0.8,479.0,1365.0,477.0,8.8,62.9,0.7154,905.0
6605,6828,779.0,0.7,466.0,1393.0,454.0,8.6,58.8,0.6603,881.0
6606,6829,883.0,2.6,625.0,1069.0,630.0,9.2,55.9,0.6521,997.0
6607,6830,970.0,5.3,776.0,873.0,858.0,8.4,57.7,0.6376,1059.0
6608,6831,1012.0,7.1,861.0,785.0,951.0,8.5,60.4,0.6713,1133.0
6609,6832,934.0,5.0,766.0,878.0,836.0,8.9,57.4,0.6575,1047.0
6610,6833,888.0,3.8,700.0,956.0,721.0,9.2,55.8,0.6479,999.0
6611,6834,918.0,4.5,737.0,1007.0,703.0,9.6,53.9,0.6425,1030.0
6612,6835,901.0,4.7,747.0,1001.0,657.0,9.6,52.4,0.6276,1020.0
6613,6836,857.0,3.9,708.0,972.0,581.0,9.7,49.8,0.5998,983.0
6614,6837,838.0,3.8,699.0,1015.0,546.0,9.4,44.9,0.5296,944.0
6615,6838,869.0,5.2,772.0,1051.0,641.0,9.8,41.9,0.5083,966.0
6616,6839,928.0,6.8,850.0,1118.0,794.0,8.9,44.9,0.5125,1004.0
6617,6840,1037.0,11.9,1047.0,869.0,1042.0,8.4,45.4,0.5035,1159.0
6618,6841,980.0,10.8,1008.0,758.0,993.0,8.0,41.0,0.4416,1103.0
6619,6842,978.0,11.5,1031.0,765.0,968.0,7.9,37.1,0.3974,1066.0
6620,6843,891.0,7.6,882.0,885.0,894.0,7.8,33.9,0.3594,950.0
6621,6844,762.0,3.1,657.0,1158.0,592.0,7.3,32.4,0.334,783.0
6622,6845,794.0,3.6,687.0,1100.0,611.0,7.4,34.6,0.3576,826.0
6623,6846,799.0,3.6,690.0,1125.0,611.0,7.1,33.7,0.3417,823.0
6624,6847,818.0,4.3,725.0,1065.0,694.0,6.4,35.8,0.3471,849.0
6625,6848,691.0,0.7,471.0,1552.0,357.0,5.6,37.7,0.3444,698.0
6626,6849,697.0,0.6,455.0,1726.0,318.0,5.6,37.6,0.3448,698.0
6627,6850,697.0,0.5,437.0,1705.0,325.0,5.3,38.8,0.3473,702.0
6628,6851,716.0,0.7,473.0,1595.0,343.0,4.7,41.4,0.3576,734.0
6629,6852,791.0,2.2,598.0,1186.0,608.0,4.3,43.9,0.3675,802.0
6630,6853,804.0,2.6,630.0,1188.0,712.0,4.9,40.6,0.3539,806.0
6631,6854,1093.0,13.4,1098.0,782.0,1173.0,5.1,40.8,0.3603,1221.0
6632,6855,1179.0,23.5,1390.0,567.0,1459.0,6.5,38.1,0.3709,1453.0
6633,6856,951.0,9.4,953.0,812.0,1055.0,7.4,36.5,0.3778,1022.0
6634,6857,882.0,6.3,826.0,952.0,799.0,7.9,36.4,0.3889,910.0
6635,6858,897.0,6.7,845.0,942.0,787.0,7.8,36.8,0.3908,943.0
6636,6859,949.0,9.7,965.0,860.0,892.0,8.7,33.7,0.379,1041.0
6637,6860,896.0,7.8,891.0,921.0,766.0,8.5,34.3,0.3813,935.0
6638,6861,908.0,7.7,886.0,922.0,835.0,8.9,34.5,0.3946,947.0
6639,6862,959.0,8.6,924.0,899.0,897.0,8.8,35.7,0.4043,993.0
6640,6863,994.0,10.7,1005.0,832.0,1009.0,7.9,38.6,0.4137,1054.0
6641,6864,1081.0,16.7,1202.0,691.0,1250.0,7.6,40.1,0.4195,1230.0
6642,6865,1081.0,15.5,1164.0,705.0,1283.0,6.9,40.3,0.4025,1171.0
6643,6866,1175.0,18.3,1248.0,661.0,1377.0,6.5,41.7,0.4047,1308.0
6644,6867,1123.0,13.8,1110.0,732.0,1322.0,6.3,42.6,0.4106,1152.0
6645,6868,1032.0,9.3,952.0,833.0,1198.0,5.9,44.7,0.4186,1025.0
6646,6869,927.0,5.8,805.0,965.0,1007.0,5.8,43.4,0.4037,918.0
6647,6870,952.0,6.6,838.0,948.0,976.0,5.8,42.5,0.3937,937.0
6648,6871,987.0,7.6,883.0,913.0,1013.0,5.6,42.0,0.3856,949.0
6649,6872,902.0,5.0,761.0,1048.0,868.0,5.3,42.3,0.3806,872.0
6650,6873,833.0,2.9,648.0,1135.0,760.0,5.1,43.5,0.3852,814.0
6651,6874,776.0,1.3,525.0,1391.0,585.0,5.1,44.8,0.3967,770.0
6652,6875,812.0,1.5,541.0,1309.0,616.0,5.2,45.9,0.4099,774.0
6653,6876,821.0,1.7,563.0,1270.0,678.0,4.7,49.0,0.4209,807.0
6654,6877,932.0,3.8,701.0,944.0,936.0,4.5,51.8,0.4418,875.0
6655,6878,1069.0,8.8,931.0,782.0,1110.0,4.5,53.0,0.4495,1054.0
6656,6879,1137.0,12.5,1066.0,681.0,1258.0,4.8,53.1,0.4605,1151.0
6657,6880,1009.0,8.7,926.0,791.0,1080.0,7.8,42.0,0.4464,1015.0
6658,6881,962.0,7.5,877.0,841.0,949.0,9.3,37.6,0.4391,969.0
6659,6882,972.0,8.2,909.0,827.0,894.0,10.0,34.2,0.4212,1012.0
6660,6883,968.0,8.5,920.0,831.0,882.0,10.3,32.6,0.4094,991.0
6661,6884,939.0,8.1,902.0,884.0,872.0,9.8,31.8,0.3858,969.0
6662,6885,901.0,6.7,843.0,1061.0,751.0,9.8,30.3,0.3658,907.0
6663,6886,975.0,9.0,938.0,874.0,928.0,9.6,29.6,0.3545,989.0
6664,6887,1028.0,11.3,1025.0,774.0,1160.0,8.1,32.5,0.3516,1024.0
6665,6888,998.0,9.9,972.0,806.0,1090.0,6.8,36.1,0.3575,984.0
6666,6889,1094.0,13.6,1105.0,708.0,1274.0,6.4,36.5,0.3519,1086.0
6667,6890,1128.0,15.4,1161.0,672.0,1340.0,5.9,37.8,0.3528,1163.0
6668,6891,1111.0,11.4,1030.0,751.0,1271.0,5.1,40.7,0.3621,1033.0
6669,6892,1121.0,11.2,1023.0,725.0,1354.0,4.8,45.1,0.3925,1053.0
6670,6893,956.0,5.7,796.0,915.0,1084.0,4.5,43.9,0.3728,861.0
6671,6894,973.0,5.4,785.0,916.0,1086.0,5.2,44.1,0.3939,883.0
6672,6895,952.0,5.5,790.0,921.0,1038.0,4.3,46.4,0.3896,896.0
6673,6896,969.0,5.2,773.0,889.0,1064.0,3.0,52.5,0.4021,914.0
6674,6897,919.0,3.7,693.0,955.0,979.0,2.3,56.3,0.4134,882.0
6675,6898,874.0,3.1,657.0,985.0,930.0,1.5,61.4,0.4235,867.0
6676,6899,806.0,1.6,554.0,1206.0,783.0,4.0,50.4,0.4154,807.0
6677,6900,874.0,2.5,623.0,1096.0,831.0,2.8,55.2,0.4177,847.0
6678,6901,961.0,5.3,779.0,917.0,983.0,1.2,61.4,0.4159,960.0
6679,6902,1195.0,13.4,1096.0,668.0,1315.0,1.4,61.3,0.4208,1166.0
6680,6903,1184.0,15.0,1148.0,651.0,1389.0,2.2,58.1,0.4218,1178.0
6681,6904,1135.0,12.8,1076.0,685.0,1396.0,4.3,49.4,0.4138,1120.0
6682,6905,1211.0,15.9,1177.0,620.0,1585.0,6.6,42.5,0.416,1221.0
6683,6906,1228.0,15.9,1178.0,621.0,1628.0,8.0,38.3,0.4133,1202.0
6684,6907,1247.0,16.3,1188.0,598.0,1692.0,9.1,36.1,0.4172,1237.0
6685,6908,1336.0,18.6,1256.0,567.0,1828.0,10.0,34.7,0.4259,1320.0
6686,6909,1205.0,12.8,1079.0,652.0,1476.0,11.0,33.0,0.4331,1168.0
6687,6910,1305.0,17.9,1238.0,565.0,1640.0,11.3,33.6,0.4504,1325.0
6688,6911,1568.0,29.0,1528.0,455.0,2046.0,9.4,41.3,0.4888,1661.0
